AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,HighTransactionAmount,HighLoginAttempts,RapidTransaction,NewDevice,NewLocation,SuspiciousMerchant
AC00285,0.037115980926075515,2023-06-08 18:18:50,0,8,38,38,2,0.0,3,0.5482758620689655,0.0,0.4347283074114356,2024-11-04 08:09:20,0.4314665693020334,False,False,True,False,False,False
AC00002,0.030778851916512494,2023-02-28 16:36:58,1,20,150,39,1,0.8548387096774193,2,0.09655172413793102,0.0,0.3797633083592239,2024-11-04 08:09:24,0.1566235282894599,False,False,True,False,False,False
AC00014,0.04456314980326758,2023-08-11 18:31:31,1,19,260,64,1,0.32258064516129037,0,0.2862068965517241,0.0,0.607992073532239,2024-11-04 08:08:13,0.6072680100438748,False,False,True,False,False,False
AC00095,0.027068296114860464,2023-06-06 18:54:15,1,1,140,21,2,0.33870967741935487,1,0.3793103448275862,0.0,0.5964801428269905,2024-11-04 08:07:01,0.42604556490628864,False,False,True,False,False,False
AC00453,0.18009745420434112,2023-05-02 18:25:46,1,13,158,82,2,0.06451612903225812,3,0.4551724137931034,0.5,0.0874687599568185,2024-11-04 08:07:04,0.3298641249038372,False,False,True,False,False,False
AC00241,0.07571201500898975,2023-03-02 16:43:56,1,33,35,27,2,0.04838709677419356,3,0.296551724137931,0.0,0.12299132740103008,2024-11-04 08:07:09,0.1621340795807742,False,False,True,False,False,False
AC00041,0.0037678818042056438,2023-10-20 17:53:13,0,15,651,42,2,0.7580645161290323,2,0.9172413793103449,0.0,0.23751305729615496,2024-11-04 08:09:44,0.7994461061993121,False,False,True,False,False,False
AC00441,0.128550954999088,2023-04-17 16:37:01,1,24,45,28,0,0.08064516129032262,3,0.5103448275862069,1.0,0.03845600581847905,2024-11-04 08:11:38,0.2884507042432607,False,False,True,False,False,False
AC00057,0.020877087839070278,2023-03-29 16:42:38,1,25,300,7,1,0.30645161290322587,1,0.29310344827586204,0.0,0.1737793360642184,2024-11-04 08:11:59,0.23627751043863432,False,False,True,False,False,False
AC00390,0.06628449331630924,2023-01-24 16:18:32,1,19,226,91,2,0.4193548387096775,0,0.6448275862068966,0.0,0.11231022387969408,2024-11-04 08:11:22,0.060457600848257353,False,False,True,False,False,False
AC00313,0.029137243661568127,2023-09-20 16:55:42,1,11,288,42,1,0.14516129032258068,3,0.9413793103448276,0.0,0.08405336115304833,2024-11-04 08:08:30,0.7169441703874295,False,False,True,False,False,False
AC00367,0.014618130651171273,2023-07-17 17:49:22,0,24,570,90,2,0.6612903225806451,0,0.034482758620689655,0.0,0.5534290442664186,2024-11-04 08:09:17,0.5385234273211232,False,False,True,False,False,False
AC00291,0.03067462282096047,2023-02-06 16:24:24,1,3,274,52,0,0.1774193548387097,0,0.8517241379310345,0.0,0.6535296039320443,2024-11-04 08:06:58,0.09618150357852207,False,False,True,False,False,False
AC00060,0.20647262683378065,2023-09-25 16:26:00,1,27,601,6,0,0.5,1,0.5448275862068966,0.5,0.6445565359077325,2024-11-04 08:11:13,0.7306147739281017,False,False,True,False,False,False
AC00359,0.4573312140083904,2023-03-13 17:23:24,1,20,109,93,2,0.06451612903225812,3,0.4827586206896552,0.0,0.020014465534787865,2024-11-04 08:07:50,0.19241939913174777,True,False,True,False,False,False
AC00365,0.13289209682882977,2023-10-27 16:42:49,0,37,345,1,1,0.435483870967742,0,0.13793103448275862,0.0,0.9891024512090688,2024-11-04 08:10:51,0.8185351075168308,False,False,True,False,False,False
AC00267,0.06488261198113453,2023-10-16 16:32:56,1,39,41,1,1,0.5,1,0.1206896551724138,0.0,0.3806929475140387,2024-11-04 08:06:23,0.7883134276126196,False,False,True,False,False,False
AC00404,0.04058159835318029,2023-11-21 16:58:44,1,25,244,27,1,0.12903225806451613,3,0.46551724137931033,0.0,0.05373220208190774,2024-11-04 08:12:18,0.8872248558786106,False,False,True,False,False,False
AC00202,0.3382338379758709,2023-03-02 17:53:32,1,38,433,73,0,0.9193548387096775,2,0.4379310344827586,0.0,0.3209446424418253,2024-11-04 08:11:15,0.1622590065596834,True,False,True,False,False,False
AC00478,0.4143367120931808,2023-10-12 17:07:40,1,23,76,47,0,0.7741935483870968,0,0.27586206896551724,0.25,0.5252246123814761,2024-11-04 08:11:17,0.7773843831803529,True,False,True,False,False,False
AC00405,0.17477655887641036,2023-01-24 17:17:20,1,28,37,39,2,0.5967741935483871,2,0.7103448275862069,0.0,0.061716478206919,2024-11-04 08:07:32,0.060577060285087025,False,False,True,False,False,False
AC00421,0.17104515725564792,2023-07-31 18:39:50,1,35,540,13,0,0.7258064516129032,2,0.3758620689655172,0.0,0.28382629527705666,2024-11-04 08:07:31,0.5770738585782731,True,False,True,False,False,False
AC00480,0.017593871329181544,2023-01-09 16:13:21,1,30,607,45,2,0.32258064516129037,0,0.031034482758620682,0.0,0.9486776000656059,2024-11-04 08:11:45,0.01924968983619202,False,False,True,False,False,False
AC00120,0.12567944341662976,2023-04-20 18:57:43,0,5,193,43,2,0.6290322580645161,0,0.36551724137931035,0.0,0.8910399724670863,2024-11-04 08:09:03,0.2969634447447813,False,False,True,False,False,False
AC00117,0.028694270005472026,2023-04-12 16:03:37,1,40,192,8,0,0.016129032258064557,3,0.36896551724137927,0.0,0.009446962170475522,2024-11-04 08:08:03,0.27466140417860707,False,False,True,True,True,False
AC00011,0.1584542825129635,2023-07-26 16:52:28,1,21,665,4,1,0.14516129032258068,3,0.07931034482758621,0.0,0.05158119319151912,2024-11-04 08:09:53,0.5631321348841358,False,False,True,False,False,False
AC00401,0.22670349428042838,2023-10-04 17:49:29,1,6,288,50,1,0.903225806451613,2,0.27586206896551724,0.0,0.3073274117851088,2024-11-04 08:11:12,0.7554924082701404,False,False,True,False,False,False
AC00282,0.08558772181254397,2023-12-13 16:01:38,1,3,101,69,1,0.12903225806451613,3,0.22413793103448276,0.0,0.09464573555765579,2024-11-04 08:10:33,0.9475419853986744,False,False,True,False,False,False
AC00439,0.2657737707481043,2023-10-09 16:29:40,1,28,382,89,2,0.016129032258064557,3,0.3275862068965517,0.0,0.04573918748327928,2024-11-04 08:11:35,0.769071875513476,False,False,True,False,False,False
AC00296,0.3265706021835995,2023-11-27 16:45:57,1,10,276,22,2,0.12903225806451613,3,0.4413793103448276,0.0,0.011041397510476086,2024-11-04 08:07:24,0.9036887376611958,True,False,True,False,False,False
AC00471,0.01133491414128254,2023-03-27 16:45:18,0,34,294,54,2,0.3709677419354839,1,0.5689655172413793,0.0,0.08293752529115922,2024-11-04 08:06:31,0.23080005049211527,False,False,True,False,False,False
AC00159,0.2215285196862704,2023-02-13 16:59:39,0,18,641,39,2,0.8225806451612903,2,0.38275862068965516,0.0,0.2558551134186656,2024-11-04 08:07:07,0.11547385295814827,True,False,True,False,False,False
AC00482,0.22112202621361754,2023-02-21 17:45:55,1,29,580,14,2,0.532258064516129,1,0.8758620689655173,0.0,0.34164743082153753,2024-11-04 08:09:02,0.13753033095127565,False,False,True,False,False,False
AC00115,0.044385960340829145,2023-06-07 16:45:34,1,41,229,77,1,0.7903225806451613,0,0.46551724137931033,0.0,0.9950869612562968,2024-11-04 08:06:45,0.4285471243478325,False,False,True,False,False,False
AC00055,0.08819866065612214,2023-09-07 16:51:27,1,36,427,35,1,0.16129032258064518,3,0.4551724137931034,0.0,0.05496029372026398,2024-11-04 08:08:58,0.681230853072935,False,False,True,False,False,False
AC00419,0.05439195351382338,2023-03-29 17:47:16,1,29,622,94,0,0.7096774193548387,2,0.27586206896551724,0.0,0.29418609184539085,2024-11-04 08:10:42,0.2364032321184273,False,False,True,False,False,False
AC00374,0.16504156135185136,2023-08-04 17:53:40,1,23,12,51,1,0.11290322580645162,3,0.2517241379310345,0.0,0.08219408284341866,2024-11-04 08:09:15,0.5879684447802249,False,False,True,False,False,False
AC00271,0.03141464939937984,2023-12-14 17:52:37,0,8,447,94,1,0.6290322580645161,2,0.14482758620689656,0.0,0.23080863146092492,2024-11-04 08:09:57,0.9505012925491991,False,False,True,False,False,False
AC00456,0.15233082314928212,2023-03-03 17:37:41,0,9,301,74,1,0.8064516129032258,2,0.17586206896551726,0.0,0.3049807955237505,2024-11-04 08:07:49,0.16498181072723472,False,False,True,False,False,False
AC00143,0.20129765223962268,2023-06-09 16:18:15,1,16,143,63,1,0.4838709677419355,1,0.06206896551724138,0.0,0.3716782036924756,2024-11-04 08:07:09,0.4339872333528203,False,False,True,False,False,False
AC00427,0.058269275868358644,2023-10-02 16:35:22,1,18,87,63,1,0.08064516129032262,3,0.1413793103448276,0.0,0.055727935018021424,2024-11-04 08:11:37,0.7498572796683056,False,False,True,False,False,False
AC00438,0.2961461291919639,2023-10-06 18:44:37,1,16,227,93,0,0.4516129032258065,1,0.489655172413793,0.0,0.3628926767557946,2024-11-04 08:06:25,0.7610996587649768,True,False,True,False,False,False
AC00002,0.13744169684967558,2023-05-16 16:07:30,1,9,277,86,1,0.9838709677419355,2,0.7482758620689656,0.25,0.2738348589812016,2024-11-04 08:11:03,0.3680436215765357,False,False,True,False,False,False
AC00425,0.1820778070198296,2023-11-07 16:48:23,1,19,499,96,2,0.4838709677419355,1,0.7448275862068966,0.0,0.4403095032917158,2024-11-04 08:08:09,0.8487622231750861,False,False,True,False,False,False
AC00325,0.31328139250071657,2023-05-30 17:43:25,0,30,531,0,1,0.6129032258064516,1,0.32413793103448274,0.0,0.5617521042916662,2024-11-04 08:08:01,0.40668315469676,True,False,True,False,False,False
AC00434,0.002871511582458243,2023-11-02 16:01:40,1,5,446,70,2,0.5161290322580645,0,0.393103448275862,0.0,0.9334619009272195,2024-11-04 08:11:32,0.8349342370714166,False,False,True,False,False,False
AC00242,0.10478672121322667,2023-03-29 17:00:31,0,26,96,2,1,0.3870967741935484,1,0.6068965517241379,0.0,0.16695996569140822,2024-11-04 08:11:41,0.23631219118519686,False,False,True,False,False,False
AC00319,0.1553847356489564,2023-04-25 16:11:24,1,16,420,4,1,0.6129032258064516,2,0.7413793103448276,0.0,0.1958426375671014,2024-11-04 08:10:12,0.31037646983504574,False,False,True,False,False,False
AC00460,0.2714125648174688,2023-04-18 18:40:47,1,0,295,62,1,0.11290322580645162,3,0.4068965517241379,0.0,0.12436662871032231,2024-11-04 08:12:10,0.2914322312304922,False,False,True,False,False,False
AC00461,0.06098444380748886,2023-02-09 16:34:53,0,2,126,56,2,0.6774193548387097,1,0.020689655172413793,0.0,0.2396035690615014,2024-11-04 08:07:11,0.10444054376994716,False,False,True,False,False,False
AC00395,0.09842353492977564,2023-11-13 16:42:28,0,16,664,39,1,0.22580645161290325,1,0.32068965517241377,0.0,0.05886773580771057,2024-11-04 08:08:42,0.8652288069406758,False,False,True,False,False,False
AC00217,0.06946348073064595,2023-07-18 16:12:00,1,1,196,90,0,0.4193548387096775,1,0.7241379310344828,0.0,0.25173727577412797,2024-11-04 08:10:18,0.5410822688023604,False,False,True,False,False,False
AC00053,0.07449774604580868,2023-01-13 17:00:16,1,9,395,65,2,0.27419354838709675,1,0.43103448275862066,0.0,0.4217032763898542,2024-11-04 08:09:26,0.03032953670813976,False,False,True,False,False,False
AC00282,0.012773275659900461,2023-07-04 18:20:33,1,4,176,69,0,0.7096774193548387,2,0.15517241379310343,0.0,0.38750156284239695,2024-11-04 08:12:15,0.5028729231644722,False,False,True,False,False,False
AC00110,0.12177085233342885,2023-10-20 16:54:28,0,17,286,45,2,0.12903225806451613,3,0.9310344827586207,0.0,0.4326465341197063,2024-11-04 08:08:45,0.7993359288688033,False,False,True,False,False,False
AC00265,0.6317586054147015,2023-10-04 16:36:29,1,16,225,35,1,0.03225806451612906,3,0.04827586206896552,0.0,0.03392544334309802,2024-11-04 08:06:51,0.7553614733525509,True,False,True,False,False,False
AC00239,0.12083279047346066,2023-12-28 17:31:03,1,29,72,65,0,0.30645161290322587,1,0.1413793103448276,0.0,0.44288063110600845,2024-11-04 08:09:17,0.9889122379072511,False,False,True,False,False,False
AC00007,0.08461839122391014,2023-06-12 17:53:52,1,18,69,59,2,0.06451612903225812,3,0.35517241379310344,0.0,0.035822364308309484,2024-11-04 08:08:22,0.4424067395466713,False,False,True,False,False,False
AC00022,0.04756494775516586,2023-03-13 16:32:12,1,25,351,94,1,0.4193548387096775,0,0.20344827586206898,0.0,0.979703886738627,2024-11-04 08:11:36,0.19231456219117704,False,False,True,False,False,False
AC00464,0.0625530916955468,2023-12-18 18:46:27,1,24,544,44,1,0.016129032258064557,3,0.23103448275862065,0.0,0.08477260475077203,2024-11-04 08:06:50,0.9615958572815119,False,False,True,False,False,False
AC00014,0.0906741016754827,2023-07-17 18:54:31,1,39,360,31,2,0.5161290322580645,0,0.19655172413793104,0.0,0.7008988528400713,2024-11-04 08:10:29,0.5386453980127455,False,False,True,False,False,False
AC00406,0.09560413789509341,2023-06-19 18:22:10,1,10,471,73,0,0.32258064516129037,1,0.3172413793103448,0.0,0.030333930686427268,2024-11-04 08:09:51,0.4616832902727308,False,False,True,True,True,False
AC00445,0.17986293873934908,2023-10-23 17:13:57,0,31,95,80,2,0.6451612903225806,1,0.24137931034482757,0.0,0.42688855219624733,2024-11-04 08:08:16,0.8076134696967996,False,False,True,False,False,False
AC00236,0.48064726268337804,2023-01-23 16:32:48,1,11,201,3,0,0.7258064516129032,2,0.2655172413793103,0.0,0.3101882536093257,2024-11-04 08:11:07,0.057738801973159504,True,False,True,False,False,False
AC00220,0.13531542330041432,2023-11-06 16:34:10,1,10,596,27,2,0.5,0,0.5517241379310345,0.0,0.475615625466332,2024-11-04 08:09:38,0.8459857925919063,False,False,True,False,False,False
AC00140,0.08049091904005003,2023-07-03 16:40:24,1,36,477,29,2,0.25806451612903225,0,0.506896551724138,0.0,0.0956170505097219,2024-11-04 08:09:42,0.4999402861756026,False,False,True,False,False,False
AC00098,0.6982984600151132,2023-09-29 17:22:10,0,2,557,11,2,0.5806451612903226,1,0.06896551724137931,0.0,0.5749263615550182,2024-11-04 08:06:53,0.7417161095119433,True,False,True,False,False,False
AC00303,0.012663835109570837,2023-10-20 17:27:35,1,23,413,32,1,0.7419354838709677,0,0.20344827586206898,0.0,0.6566411727300472,2024-11-04 08:12:05,0.7993927340879663,False,False,True,False,False,False
AC00373,0.2959116137269719,2023-08-28 17:03:53,1,42,17,53,0,0.4838709677419355,0,0.3620689655172414,0.0,0.7028125785622389,2024-11-04 08:07:32,0.6537924381795028,True,False,True,False,False,False
AC00438,0.004872710217057092,2023-06-22 18:37:29,0,36,438,42,2,0.6451612903225806,0,0.5827586206896552,0.0,0.8592379782129688,2024-11-04 08:09:10,0.46995326554831474,False,False,True,False,False,False
AC00437,0.20465382911639785,2023-11-20 16:28:09,1,18,139,21,2,0.09677419354838712,3,0.3103448275862069,0.0,0.046408016810134484,2024-11-04 08:08:38,0.8844270319476429,False,False,True,False,False,False
AC00106,0.37348932954634284,2023-09-14 16:49:33,0,25,311,51,2,0.6774193548387097,2,0.08275862068965517,0.0,0.266373546892666,2024-11-04 08:08:12,0.7004540952637193,True,False,True,False,False,False
AC00310,0.11652291737238449,2023-10-02 16:36:10,1,18,465,8,0,0.5645161290322581,1,0.15517241379310343,0.75,0.1901397752464586,2024-11-04 08:08:01,0.749865671709637,False,False,True,False,False,False
AC00149,0.12007191807593089,2023-03-27 18:16:04,1,15,509,48,1,0.04838709677419356,3,0.43103448275862066,0.0,0.03473879357977622,2024-11-04 08:10:44,0.23096512575966632,False,False,True,False,False,False
AC00373,0.23027334080308517,2023-12-21 16:37:03,1,20,625,46,2,0.016129032258064557,3,0.8620689655172414,0.0,0.0856740119139005,2024-11-04 08:08:21,0.9695856210255219,False,False,True,False,False,False
AC00425,0.3355707845845167,2023-03-02 16:05:09,1,35,174,92,0,0.1774193548387097,1,0.21379310344827585,0.0,0.0700603761307921,2024-11-04 08:08:04,0.1620583604805803,True,False,True,False,False,False
AC00010,0.2649607838027985,2023-06-26 16:16:50,0,23,602,47,1,0.532258064516129,1,0.40344827586206894,0.0,0.5113458997065218,2024-11-04 08:09:32,0.48067025199678914,False,False,True,False,False,False
AC00348,0.4473356437449514,2023-04-18 17:27:23,0,37,18,1,1,0.14516129032258068,3,0.603448275862069,0.0,0.1190926237872007,2024-11-04 08:10:47,0.2912948751297626,True,False,True,False,False,False
AC00011,0.01308075149177893,2023-07-17 17:08:24,1,21,187,6,0,0.6290322580645161,1,0.23448275862068962,0.0,0.0067077867866212615,2024-11-04 08:11:05,0.5384418592224258,False,False,True,False,False,False
AC00453,0.0767959976027308,2023-09-01 17:26:02,1,5,91,27,1,0.8548387096774193,2,0.4241379310344827,0.0,0.13541609250413736,2024-11-04 08:07:22,0.6648209473743669,False,False,True,False,False,False
AC00178,0.059806655027750996,2023-09-11 16:19:04,1,35,511,3,1,0.30645161290322587,0,0.5689655172413793,0.0,0.5069934676548761,2024-11-04 08:08:38,0.6921556696965008,False,False,True,False,False,False
AC00265,0.19965604398467832,2023-01-24 17:23:56,1,13,310,65,1,0.19354838709677424,1,0.04827586206896552,0.0,0.5915731537957913,2024-11-04 08:11:07,0.06058281391948461,False,False,True,False,False,False
AC00018,0.05121817755426428,2023-08-11 16:18:46,0,12,511,94,2,0.03225806451612906,3,0.5413793103448277,0.0,0.6239391156933577,2024-11-04 08:10:02,0.607011353446492,False,False,True,False,False,False
AC00075,0.043244651744534485,2023-10-16 18:35:11,0,13,589,8,1,0.5967741935483871,0,0.5310344827586208,0.0,0.07260058319228542,2024-11-04 08:10:52,0.7885380418703736,False,False,True,False,False,False
AC00464,0.10209239909320686,2023-02-24 16:29:23,1,41,160,98,1,0.14516129032258068,1,0.4689655172413793,0.0,0.6263206858491849,2024-11-04 08:08:32,0.14562477269567964,False,False,True,False,False,False
AC00170,0.06758214555593192,2023-01-02 16:36:02,1,19,627,44,0,0.22580645161290325,1,0.7758620689655172,0.0,0.5279160622555749,2024-11-04 08:06:35,7.740386606713834e-05,False,False,True,False,False,False
AC00235,0.15980404930036218,2023-11-30 16:31:03,1,7,77,46,2,0.4516129032258065,1,0.1413793103448276,0.0,0.6262682550074815,2024-11-04 08:10:48,0.911893293160038,False,False,True,False,False,False
AC00013,0.05978580920864059,2023-11-01 16:52:01,1,39,178,31,2,0.6612903225806451,2,0.24137931034482757,0.0,0.4062334893262906,2024-11-04 08:09:24,0.8322878513408367,False,False,True,False,False,False
AC00397,0.3941579591943091,2023-03-06 16:47:02,1,34,27,11,1,0.14516129032258068,3,0.02413793103448276,0.0,0.021469757487191415,2024-11-04 08:11:40,0.1731173226133058,True,False,True,False,False,False
AC00423,0.2623967480522188,2023-11-27 18:32:49,1,20,501,82,2,0.06451612903225812,3,0.08620689655172413,0.0,0.023296098473187005,2024-11-04 08:09:22,0.9038888115556628,False,False,True,False,False,False
AC00154,0.07440393985981186,2023-07-31 16:37:46,1,35,453,54,0,0.7258064516129032,2,0.4724137931034483,0.0,0.5296993830637627,2024-11-04 08:10:42,0.5768349714926486,False,False,True,False,False,False
AC00068,0.5445761784402116,2023-11-22 16:13:39,1,8,385,76,0,0.5645161290322581,2,0.21724137931034482,0.0,0.11619817244907152,2024-11-04 08:07:35,0.8898943515108868,True,False,True,False,False,False
AC00318,0.12782656278500143,2023-03-21 16:29:31,1,27,519,88,0,0.11290322580645162,3,0.5862068965517242,0.0,0.05940884898169896,2024-11-04 08:10:26,0.21428355951103262,False,False,True,False,False,False
AC00396,0.13242827735362328,2023-04-20 18:26:50,0,9,461,11,2,0.532258064516129,1,0.5655172413793104,0.0,0.5880327276002674,2024-11-04 08:06:56,0.29690857859577413,False,False,True,False,False,False
AC00121,0.1112645595017849,2023-03-01 17:52:14,0,9,557,8,0,0.967741935483871,2,0.9379310344827586,0.0,0.23039120129813387,2024-11-04 08:09:36,0.15951318785454172,True,False,True,False,False,False
AC00336,0.17072725851421425,2023-02-10 16:52:48,1,14,635,50,2,0.3548387096774194,1,0.32413793103448274,0.0,0.025469961833036004,2024-11-04 08:06:30,0.10722250547127699,False,False,True,False,False,False
AC00468,0.0011673658701826615,2023-07-21 16:43:11,1,36,653,41,2,0.467741935483871,0,0.33448275862068966,0.0,0.8095873155005735,2024-11-04 08:09:53,0.5493819976790282,False,False,True,False,False,False
AC00282,0.1562498371420382,2023-10-09 17:02:43,0,2,259,39,2,0.8064516129032258,0,0.1275862068965517,0.0,0.903793438616256,2024-11-04 08:12:18,0.7691335443020471,False,False,True,False,False,False
AC00498,0.02955937149855382,2024-01-01 16:34:10,0,28,250,85,0,0.4032258064516129,1,0.38620689655172413,0.25,0.3755607747396271,2024-11-04 08:07:42,0.9997927102215094,False,False,True,False,False,False
AC00085,0.21230945618469393,2023-07-07 16:11:38,1,4,527,40,2,0.12903225806451613,1,0.17931034482758618,0.0,0.5542470998350445,2024-11-04 08:06:30,0.510877468344918,False,False,True,False,False,False
AC00092,0.06022878286473669,2023-05-22 17:09:52,1,14,643,85,1,0.33870967741935487,1,0.5413793103448277,0.0,0.428843281525388,2024-11-04 08:10:02,0.3846434289982601,False,False,True,False,False,False
AC00295,0.027782265419391824,2023-08-16 16:17:12,1,15,472,24,0,0.8225806451612903,2,0.38275862068965516,0.0,0.10419487065042476,2024-11-04 08:08:43,0.6207433078953817,False,False,True,False,False,False
AC00358,0.032873856737108166,2023-11-17 16:02:02,0,11,419,27,2,0.4516129032258065,0,0.5344827586206897,0.0,0.7443626762314863,2024-11-04 08:10:13,0.8761347414712461,False,False,True,False,False,False
AC00311,0.16552101519139067,2023-05-22 17:29:35,1,11,303,75,2,0.14516129032258068,3,0.2793103448275862,0.0,0.0029744419812405137,2024-11-04 08:11:32,0.38467817332089305,False,False,True,False,False,False
AC00066,0.17270239987492508,2023-08-25 17:26:07,1,32,36,5,2,0.3709677419354839,1,0.17586206896551726,0.0,0.27367017236303115,2024-11-04 08:11:00,0.6455887727456504,False,False,True,False,False,False
AC00340,0.002491075383693358,2023-11-27 16:38:34,1,42,20,0,0,0.6129032258064516,2,0.10689655172413794,0.0,0.3668216289321451,2024-11-04 08:10:48,0.9036681708023271,False,False,True,False,False,False
AC00284,0.1116710529744378,2023-08-04 17:46:44,0,11,110,25,2,0.8387096774193548,0,0.8172413793103449,0.0,0.7427890787901115,2024-11-04 08:11:56,0.5879501030838303,False,False,True,False,False,False
AC00208,0.31193162571331784,2023-09-04 16:48:35,1,30,41,80,1,0.6290322580645161,0,0.5103448275862069,0.0,0.08834395169909538,2024-11-04 08:10:13,0.6729835426665525,False,False,True,False,False,False
AC00176,0.43829376970581335,2023-08-09 17:34:26,1,40,268,82,2,0.12903225806451613,3,0.24137931034482757,0.0,0.0673796813011453,2024-11-04 08:09:58,0.6016628257713357,True,False,True,False,False,False
AC00053,0.019746202152330822,2023-09-07 16:07:40,1,23,667,4,2,0.12903225806451613,3,0.3379310344827586,0.0,0.013607147802542761,2024-11-04 08:07:42,0.6811497617947677,False,False,True,False,False,False
AC00320,0.540115173150585,2023-07-11 16:39:53,1,35,14,61,1,0.6451612903225806,0,0.46206896551724136,0.0,0.3656930214549693,2024-11-04 08:09:24,0.521911762962215,True,False,True,False,False,False
AC00382,0.06486176616202412,2023-07-03 17:14:07,1,28,116,3,1,0.24193548387096775,1,0.3275862068965517,0.0,0.4173326952006959,2024-11-04 08:07:25,0.5000089483319496,False,False,True,False,False,False
AC00384,0.15748495192432968,2023-09-25 17:13:36,0,35,51,58,1,0.967741935483871,2,0.10344827586206896,0.0,0.3382703468636274,2024-11-04 08:11:55,0.730704225459565,False,False,True,False,False,False
